109,빈유,;ABL:Ｂ感覚が上げやすい。胸関連の調教にペナルティ
110,거유,;ABL:Ｂ感覚が上げにくい。胸関連の調教にボーナス
111,회복빠름,;体力回復量が多い
112,회복느림,;体力回復量が少ない
113,매력,;売却額増加
114,폭유,;【거유】の上位コンパチ
115,비만,;調教時に快楽系のPALAMが上がりにくくなる。抑鬱が上がりにくい。売却額がすごく下がる
116,절벽,;【빈유】の上位（下位？）コンパチ
;,,
117,치료,;助手として加わっていると全調教対象の回復量上昇。効果は累積しない
118,고무,;助手の時にコマンドを実行しやすい。助手の時に調教終了後の自慰回数増加
119,초유,;【폭유】の上位
;,,
121,후타나리,;オトコでなくてもSEX系調教が可能
122,남자,;男である
123,광기,;売却額がかなり低下。いるだけで全調教対象の回復量減少。効果は累積する
124,동물귀,;売却額やや増加。獣姦調教の効果増。獣姦でも妊娠する
125,백보지,;陰毛が生えない
126,인기인,;売却額増加
127,역습,;くれぐれも背後に気を付けてください
;,,
130,모유체질,;噴乳する
131,유아퇴행,;
132,유치,;子供っぽい
133,조루,;射精が早くなる
134,멘탈약함,;幼児退行しやすい
135,미숙,;指を除くＶ使用コマンド困難。射精しない。妊娠しない。売却額は低いがビデオの売値が高い
136,암캐,;獣姦コマンドの効果増大
137,수인,;ガチ獣。もふもふ。先手を取りやすくなる。獣姦経験が凄いことに。雌犬取得ボーナス。未実装
;,,
140,마더콘,;【모성】か【유부녀】を持っているキャラからの調教効果が高い
141,파더콘,;【부성】を持っているキャラからの調教効果が高い
142,로리콘,;【미숙】か【작은체형】を持っている【남자】ではないキャラからの調教効果が高い
143,쇼타콘,;【미숙】か【작은체형】を持っている【남자】キャラからの調教効果が高い
;,,
150,자위안함,;自慰不可
151,봉사안함,;奉仕系コマンド不可
152,세뇌불가,;洗脳不可
;,,
153,임신,;子供を身ごもってる
154,육아중,;子供を育てている最中
155,모성,;子を産んだ母の愛
156,부성,;子供を持った父の愛。主人公専用能力
157,유부녀,;結婚した証。欲望が上がりやすい
158,동족임신불가,;異種族しか孕めない身体
;性格,,
160,자애로움,
161,자신만만,
162,기가약함,
163,고귀함,
164,냉철함,
165,마을처녀Ａ,;マオ専用性格、ユニーク
166,악녀,
167,하트,;ユニーク
168,스페이드,;ユニーク
169,다이아,;ユニーク
170,클럽,;ユニーク
171,마을처녀Ｂ,;リリィ専用性格、ユニーク
172,두뇌명석,
173,비호자,
174,귀공자,;男子口上
;売春関係の素質（eraIm@sより流用）,,
180,창부,;営業に対して積極的になっている状態です
181,경국지색,;最上級の娼婦になった証です。営業全般にボーナスが付きます
182,요설스러움,;喋り上手です。営業の結果にプラスの影響を与えます
183,단골손님,;その娼婦を気に入っている客がいる状態です。来客数や満足度にボーナス、また特殊なプレイが可能になります
184,구애,;一部の客から求愛され、受け入れている状態です。主人に愛が付いていると得られませんし、これをもっている場合愛は付きません
185,가희,;コンサートを開いた際のボーナスが大きくなります
186,무희,;ダンスショーを開いた際のボーナスが大きくなります
187,미희,;コンサートやダンスショーのボーナスが大きくなります(＠未実装)
188,투희,;ファントマネー増加
;体調不良系,,
190,V산란,;壺ワームに産卵された状態
191,A산란,;Aワームに産卵された状態
192,V웜,;壺ワームが中にいます
193,A웜,;Aワームが中にいます
;職業,,
200,전사,;物理戦闘が得意な職業
201,마술사,;魔法によって敵を一掃する火力型
202,신관,;生贄
203,도적,;パワーではなく技で物理戦闘を有利に進める
204,육변기,;勇者陥落の象徴
205,기사,;ピンチに強い
206,무녀,;火力のもう一つの形
207,닌자,;マルチスキルで真価を発揮…のはずが地味
208,궁사,;物理の強職業。魔法と組んだ方が強いけど
209,씨받이,;繁殖のみを目的。次の転職まで調教はできなくなる
210,마계장군,;上位職
211,마도신관,;上位職
220,커맨더,;知能が高く、指揮適正を持つ魔物。成長が遅い
;-------------------------------------------------,,
;230- 強化素質,,
;-------------------------------------------------,,
230,음핵,;Ｃ感度アップ。Ｃ絶頂の体力と気力の減少を低減。
231,음유,;Ｂ感度アップ。Ｂ絶頂の体力と気力の減少を低減。
232,음호,;Ｖ感度アップ。Ｖ絶頂の体力と気力の減少を低減。
233,음항,;Ａ感度アップ。Ａ絶頂の体力と気力の減少を低減。
;-------------------------------------------------,,
;戦闘技能。効果無しなものは有利な戦闘能力を付与するか迷っているもの,,
240,전술,;LVUP時にステータスにボーナス
241,마술,;魔法を使用できる
242,법술,;回復魔法を使用できる。また信仰の証
243,기습,;先手確率UP・先手時に攻撃にボーナス
244,파란피부,;魔法強化
245,악마날개,;先手を取りやすくなる
246,악마꼬리,;ダメージ強化
247,악마안,;気力ダメージ
248,근육질,;LVUP時にステータスに若干ボーナス
249,철벽,;ピンチ時にステータス回復
250,저주술,;呪術系魔法を使用できる
251,인술,;攻撃回避確率UP
252,선제,;戦闘前に追加攻撃
253,갈색피부,;魔法ダメージ軽減
254,악마의각인,;陥落しなくても迎撃できる
255,하얀피부,;白い肌
256,허약,;HP回復量が低い
257,마법내성,;魔法の効力を3割弱める
258,걸음빠름,;先手を取りやすい
259,애꾸눈,;ミス増加・ダメージ強化
260,이마에눈,;気力ダメージ増加・気力消費増加・魔法効果増加
261,슬라임,;防御力にボーナス。ぬるぬる。潤滑にボーナス
262,촉수,;攻撃力にボーナス。ぐねぐね。触手経験が凄いことに。半実装
263,소인체형,;回避にボーナス？　能力にマイナス修正。ボコォ。半実装
264,角,;ダメージ強化・気力消費増加
;-------------------------------------------------,,
;270- 特殊素質,,
;-------------------------------------------------,,
271,항시발정,;PARAM:欲情と潤滑にボーナスがつく。
272,성호,;強化素質を全部取ると取得。全体的に感度アップ。
273,처녀봉인,;V系コマンドを封印
274,혼박,;悪堕ちしない。カルマが変動しない
275,화염의능력자,;火炎属性付与
276,얼음의능력자,;冷気属性付与
277,번개의능력자,;電撃属性付与
278,빛의능력자,;気力回復付与
279,어둠의능력자,;気力ダメージ付与
280,광왕의포로,;ダンジョン戦及び侵攻戦で戦意喪失しやすくなる。
281,상식변경【전투】,;戦闘の常識を変えます
282,신성모독자,;淫蕩の女神の狂信者
283,상식변경【일상】,;日常行う常識を変えます
;-------------------------------------------------,,
;290-境遇や肩書,,
;-------------------------------------------------,,
290,보증인,;借金が増えていきます
291,초보자,;弱い
292,마왕의그림자,;魔王の影から生まれた存在です。売却できません
;この辺はeraWIZから,,
300,머리색,
301,머리상태,
302,머리길이,
303,머리컷,
304,머리스타일,
305,눈,
306,눈동자색,
307,입술,
308,살집,
309,유두,
310,음모의상태,
311,음모생육한계,
312,차밍포인트,
313,버릇,
;eramaou追加。詳しくはLOOK.ERBの追加部分参照,,
314,종족,
315,용자가되기이전의생활,
316,용자가된동기,
317,좋아하는것,
318,페니스의상태,
319,종족２,
;---------------------------------------------------------------------------------------------,,
;0 없음,,
;1 아인 種族表示あり、動物耳など,,
;2 슬라임 種族表示あり、슬라임,,
;3 곤충 種族表示あり。追加の素質どうしよう？,,
;4 식물 種族表示あり。追加の素質どうしよう？,,
;5 촉수 種族表示あり、触手新設。,,
;6 요정 種族表示あり、小人体型新設。他バリアントを参考にオナホと全身ズリを実装予定,,
;7 거인 種族表示あり、大柄体型、筋肉質に取得ボーナス,,
;8 남자마족 種族表示なし、魔族三点セット,,
;9 여자마족 種族表示なし、魔族三点セット,,
;10 야수 種族表示あり、ケモノ新設。,,
;11 뇌간 種族表示あり、ただし表示上は触手。触手からランクアップする？,,
;12 말 種族表示あり、ただし表示上は獣。ペニスの状態を「말」に,,
;---------------------------------------------------------------------------------------------,,
320,가족구성,
321,원료족,;魔族化する前の種族
322,서브종족,;Item.csvのモンスター番号(100～200)
323,아버지의종족,
324,어머니의종족,
;,,
325,마계지식,;秘密ラボに出入り可能になる
326,육아의저주,;助手化の際にふたなりになる
327,음마지식,;えっちな罠解禁
328,마충지식,;一部の罠を強化
329,【조형왕】,;タイムアタック実績素質
;-------------------------------------------------,,
;340- 妊娠素質,,
340,이상임신체질,;子宮以外でも妊娠できる身体
341,가슴임신,;乳房で妊娠
342,정소임신,;精巣で妊娠
;-------------------------------------------------,,
;360- キャンペーン素質,,
361,멸염의주술인,;キャンペーン1専用素質
;-------------------------------------------------,,
399,狂王,;狂王様専用性格
;-------------------------------------------------,,
;400- スキル,,
;-------------------------------------------------,,
;コマンダーパッチ追加,,
;470番台はモンスタースキル,,
470,없음,
471,점액포획,
472,함정포획,
473,덩굴포획,
474,갑옷파괴,
475,투명,
476,재생,
477,의해,
478,가속,
479,브레스,
480,마비가스,
481,유혹,
482,혼란,
483,경험치흡수,
484,갑옷파괴브레스,
485,마력흡수,
